
---------- Begin Simulation Statistics ----------
simSeconds                                   0.217071                       # Number of seconds simulated (Second)
simTicks                                 217071056356                       # Number of ticks simulated (Tick)
finalTick                                217071056356                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1105.24                       # Real time elapsed on the host (Second)
hostTickRate                                196402021                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8610820                       # Number of bytes of host memory used (Byte)
simInsts                                    388181304                       # Number of instructions simulated (Count)
simOps                                      421914342                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   351219                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     381741                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        456031632                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.172587                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.852815                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       506067557                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   541280                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      485416642                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 186750                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             84694494                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          55127128                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 226                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           455755136                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.065082                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.218937                       # Number of insts issued each cycle (Count)
system.mem_ctrl.dram.perBankWrBursts::5         10883                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::6         11634                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::7         11279                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::8         11154                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::9         10887                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::10        10771                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::11        11527                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::12        11598                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::13        11537                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::14        11119                       # Per bank write bursts (Count)
system.mem_ctrl.dram.perBankWrBursts::15        11425                       # Per bank write bursts (Count)
system.mem_ctrl.dram.totQLat              11320031940                       # Total ticks spent queuing (Tick)
system.mem_ctrl.dram.totBusLat             1166405000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrl.dram.totMemAccLat         15694050690                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrl.dram.avgQLat                 48525.31                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgBusLat                5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.avgMemAccLat            67275.31                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrl.dram.readRowHits               196692                       # Number of row buffer hits during reads (Count)
system.mem_ctrl.dram.writeRowHits              152976                       # Number of row buffer hits during writes (Count)
system.mem_ctrl.dram.readRowHitRate             84.32                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrl.dram.writeRowHitRate            83.67                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrl.dram.bytesPerActivate::samples        66435                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::mean   400.841243                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::gmean   253.097372                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::stdev   348.187668                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::0-127        15366     23.13%     23.13% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::128-255        15640     23.54%     46.67% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::256-383         6949     10.46%     57.13% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::384-511         4913      7.40%     64.53% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::512-639         6298      9.48%     74.01% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::640-767         3182      4.79%     78.80% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::768-895         2075      3.12%     81.92% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::896-1023         1912      2.88%     84.80% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::1024-1151        10100     15.20%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.bytesPerActivate::total        66435                       # Bytes accessed per row activation (Byte)
system.mem_ctrl.dram.dramBytesRead           14929984                       # Total bytes read (Byte)
system.mem_ctrl.dram.dramBytesWritten        11701184                       # Total bytes written (Byte)
system.mem_ctrl.dram.avgRdBW                68.779248                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.avgWrBW                53.904856                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrl.dram.peakBW                  12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrl.dram.busUtil                     0.96                       # Data bus utilization in percentage (Ratio)
system.mem_ctrl.dram.busUtilRead                 0.54                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrl.dram.busUtilWrite                0.42                       # Data bus utilization in percentage for writes (Ratio)
system.mem_ctrl.dram.pageHitRate                84.03                       # Row buffer hit rate, read and write combined (Ratio)
system.mem_ctrl.dram.power_state.pwrStateResidencyTicks::UNDEFINED 217071056356                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrl.dram.rank0.actEnergy        242488680                       # Energy for activate commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.preEnergy        128863020                       # Energy for precharge commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.readEnergy       844497780                       # Energy for read commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.writeEnergy      484483860                       # Energy for write commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.refreshEnergy 17134933920.000002                       # Energy for refresh commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.actBackEnergy  20215623420                       # Energy for active background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.preBackEnergy  66331603200                       # Energy for precharge background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.actPowerDownEnergy            0                       # Energy for active power-down per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.prePowerDownEnergy            0                       # Energy for precharge power-down per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.selfRefreshEnergy            0                       # Energy for self refresh per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.totalEnergy   105382493880                       # Total energy per rank (pJ) (Joule)
system.mem_ctrl.dram.rank0.averagePower    485.474644                       # Core power per rank (mW) (Watt)
system.mem_ctrl.dram.rank0.totalIdleTime            0                       # Total Idle time Per DRAM Rank (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::IDLE 172191876898                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::REF   7248280000                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::SREF            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::PRE_PDN            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::ACT  37630899458                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank0.pwrStateTime::ACT_PDN            0                       # Time in different power states (Tick)
system.mem_ctrl.dram.rank1.actEnergy        231921480                       # Energy for activate commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.preEnergy        123257805                       # Energy for precharge commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.readEnergy       821128560                       # Energy for read commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.writeEnergy      469893960                       # Energy for write commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.refreshEnergy 17134933920.000002                       # Energy for refresh commands per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.actBackEnergy  19252746360                       # Energy for active background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.preBackEnergy  67142447040                       # Energy for precharge background per rank (pJ) (Joule)
system.mem_ctrl.dram.rank1.actPowerDownEnergy            0                       # Energy for active power-down per rank (pJ) (Joule)
